individual,area,max_width,max_length,analyst
s_017_178_002_024,4.668,1.948,3.895,justin
s_017_178_002_025,5.8,2.314,3.895,justin
s_017_178_002_026,4.929,1.838,3.729,justin
s_017_178_002_028,5.179,1.667,4.286,justin
s_017_178_002_029,5.65,2.267,3.39,justin
s_017_197_001_001,39.792,7.676,8.429,justin
s_017_197_001_002,31.699,5.514,8.933,justin
s_017_197_001_003,16.235,4.19,5.714,justin
s_017_197_001_004,20.973,5.643,6.371,justin
s_017_197_001_005,21.724,4.248,6.914,justin
s_017_197_001_006,33.88,5.419,9.124,justin
s_017_197_001_007,23.502,5.648,6.152,justin
s_017_197_001_008,12.404,3.59,6,justin
s_017_197_001_009,12.518,3.552,5.271,justin
s_017_197_002_010,12.854,4.162,5.881,justin
s_017_197_002_011,12.556,4.162,4.671,justin
s_017_197_002_012,12.37,3.029,5.838,justin
s_017_197_002_013,10.037,4.286,4.724,justin
s_017_197_002_014,10.949,3.305,5.21,justin
s_017_197_002_015,13.788,4.743,4.562,justin
s_017_197_002_016,7.405,2.248,5.076,justin
s_017_197_002_017,7.962,1.886,5.248,justin
s_017_197_002_018,10.845,3.41,4.648,justin
s_017_218_001_001,34.351,6.124,7.905,justin
s_017_218_001_002,28.753,5.905,8.014,justin
s_017_218_001_003,22.137,4.6,6.41,justin
s_017_218_001_004,14.923,3.714,5.962,justin
s_017_218_001_005,17.381,5.133,6.271,justin
s_017_218_001_006,9.413,2.895,4.971,justin
s_017_218_001_007,8.906,2.752,5.086,justin
s_017_218_001_008,19.398,4.267,7.324,justin
s_017_218_001_009,8.765,3.324,4.8,justin
s_017_218_001_010,7.592,1.819,5.362,justin
s_017_218_001_011,12.035,3.629,5.295,justin
s_017_218_001_012,6.845,2.8,3.79,justin
s_017_218_002_013,8.108,3.276,3.552,justin
s_017_218_002_014,6.987,3.014,3.552,justin
s_017_218_002_015,7.464,3.267,3.514,justin
s_017_218_002_016,5.87,2.071,4.4,justin
s_017_218_002_017,4.432,2.581,3.214,justin
s_017_218_002_018,5.317,2.59,3.6,justin
s_017_218_002_019,8.578,2.952,4.462,justin
s_017_218_002_020,6.383,2.362,4.357,justin
s_017_218_002_021,5.477,2.533,3.624,justin
s_017_218_002_022,7.518,2.486,4.252,justin
s_017_218_002_023,6.608,3.048,4.171,justin
s_017_218_002_024,7.281,2.162,4.748,justin
s_017_218_002_025,7.333,2.81,3.943,justin
s_018_109_001_001,19.585,4.657,6.714,megan
s_018_109_001_002,29.795,6.029,8.086,megan
s_018_109_001_003,27.03,5.505,7.038,megan
s_018_109_001_004,13.285,4.048,5.8,megan
s_018_109_001_005,10.114,3.781,5.267,megan
s_018_109_001_006,19.444,5.267,6.41,megan
s_018_109_001_007,12.098,3.286,5.59,megan
s_018_109_001_008,7.431,2.524,5.114,megan
s_018_109_001_009,6.234,2.6,3.59,megan
s_018_109_001_010,4.115,1.305,4.352,megan
s_018_109_001_011,7.645,3.21,4.048,megan
s_018_134_001_001,29.176,6.562,7.019,megan
s_018_134_001_002,10.987,3.686,4.733,megan
s_018_134_001_003,12.805,3.362,5.571,megan
s_018_134_001_004,11.657,5.038,5.267,megan
s_018_134_001_005,9.428,2.829,4.676,megan
s_018_134_001_006,10.54,3.21,4.81,megan
s_018_134_001_007,5.722,2.676,3.752,megan
s_018_134_001_008,13.104,3.286,6.41,megan
s_018_134_001_009,4.929,2.371,2.838,megan
s_018_134_001_010,7.749,2.981,4.276,megan
s_018_134_001_011,6.083,2.676,3.286,megan
s_018_134_001_012,8.094,2.6,5.571,megan
s_018_134_001_013,6.613,2.676,3.295,megan
s_018_134_001_014,18.451,4.962,5.952,megan
s_018_134_001_015,12.278,3.21,8.01,megan
s_018_134_001_016,10.759,3.676,4.657,megan
s_018_134_001_017,5.954,2.067,5.048,megan
s_018_134_001_018,4.222,2.143,3.514,megan
s_018_134_001_019,5.777,1.99,4.276,megan
s_018_134_001_020,5.772,1.838,4.276,megan
s_018_134_001_021,5.901,2.295,3.752,megan
s_018_144_001_001,85.48,11.057,14.257,megan
s_018_144_001_002,11.808,3.743,5.2,megan
s_018_144_001_003,16.308,5.114,5.495,megan
s_018_144_001_004,7.39,2.905,3.819,megan
s_018_144_001_005,4.942,3.59,3.59,megan
s_018_144_001_006,10.941,3.21,5.429,megan
s_018_144_001_007,6.606,2.143,5.267,megan
s_018_144_001_008,23.646,5.19,6.581,megan
s_018_144_001_009,11.159,4.048,5.267,megan
s_018_144_001_010,16.107,4.21,5.819,megan
s_018_144_001_011,8.926,3.01,4.886,megan
s_018_144_002_012,23.51,4.657,7.476,megan
s_018_144_002_013,9.846,2.476,5.286,megan
s_018_144_002_014,6.179,2.371,4.2,megan
s_018_144_002_015,26.804,4.81,7.781,megan
s_018_144_002_016,13.293,3.676,5.876,megan
s_018_144_002_017,13.964,4.2,6.648,megan
s_018_144_002_018,4.699,2.219,4.067,megan
s_018_144_002_019,4.479,2.457,2.676,megan
s_018_144_002_020,14.474,4.733,6.257,megan
s_018_144_002_021,12.925,3.743,5.495,megan
s_018_161_001_001,27.256,5.571,8.238,megan
s_018_161_001_002,26.943,4.905,7.629,megan
s_018_161_001_003,31.764,6.333,7.476,megan
s_018_161_001_004,36.534,6.648,9.029,megan
s_018_161_001_005,23.076,4.733,6.724,megan
s_018_161_001_006,14.35,4.81,5.038,megan
s_018_161_001_007,10.405,3.971,4.352,megan
s_018_161_001_008,14.019,3.438,5.724,megan
s_018_161_001_009,9.383,3.219,4.505,megan
s_018_161_001_010,8.878,3.057,5.648,megan
s_018_161_001_011,13.282,4.371,5.2,megan
s_018_161_001_012,10.963,3.438,5.571,megan
s_018_161_001_013,7.272,3.076,3.971,megan
s_018_161_001_014,8.332,2.981,4.752,megan
s_018_161_001_015,3.041,1.533,3.971,megan
s_018_183_001_001,26.935,6.638,6.733,megan
s_018_183_001_002,56.479,7.781,10.371,megan
s_018_183_001_003,13.771,3.667,6.343,megan
s_018_183_001_004,16.181,4.276,5.648,megan
s_018_183_001_005,15.972,4.6,5.19,megan
s_018_183_001_006,15.953,4.352,6.124,megan
s_018_183_001_007,6.3,2.295,4.124,megan
s_018_183_001_008,4.414,2.371,3.438,megan
s_018_183_001_009,15.838,3.819,6.2,megan
s_018_183_001_010,10.753,2.981,5.571,megan
s_018_183_001_011,5.601,2.295,4.133,megan
s_018_183_001_012,12.684,3.762,4.905,megan
s_018_183_001_013,4.927,1.533,5.038,megan
s_018_183_001_014,8.222,2.6,5.057,megan
s_018_183_001_015,7.086,2.695,4.524,megan
s_018_183_002_016,52.463,8.086,10.067,megan
s_018_183_002_017,8.833,3.133,4.743,megan
s_018_183_002_018,22.65,4.295,7.476,megan
s_018_183_002_019,9.867,2.752,6.2,megan
s_018_183_002_020,7.742,2.381,5.819,megan
s_018_183_002_021,9.454,3.514,4.152,megan
s_018_183_002_022,5.87,3,3.524,megan
s_018_183_002_023,12.909,4.429,5.267,megan
s_018_183_002_024,50.872,7.019,10.924,megan
s_018_183_002_025,5.158,2.676,3.305,megan
s_018_183_002_026,8.116,2.981,4.61,megan
s_018_183_002_027,6.008,2.067,3.971,megan
s_018_183_002_028,11.186,3.21,4.962,megan
s_018_183_002_029,10.445,2.981,5.114,megan
s_018_183_002_030,27.069,5.419,7.933,megan
s_018_183_002_031,10.984,3.667,4.39,megan
s_018_198_001_001,16.902,3.895,5.571,megan
s_018_198_001_002,24.398,4.524,7.733,megan
s_018_198_001_003,19.306,5.724,6.105,megan
s_018_198_001_004,10.035,2.99,4.733,megan
s_018_198_001_005,4.8,2.448,3.524,megan
s_018_198_001_006,5.753,1.933,5.267,megan
s_018_200_001_001,48.859,8.771,9.781,megan
s_018_200_001_002,35.311,5.267,9.924,megan
s_018_200_001_003,19.778,4.048,6.943,megan
s_018_200_001_004,14.02,3.971,5.343,megan
s_018_200_001_005,14.693,4.2,5.648,megan
s_018_200_001_006,9.174,3.514,4.6,megan
s_018_200_001_007,8.075,3.286,5.343,megan
s_018_200_001_008,14.56,4.533,4.962,megan
s_018_200_001_009,13.606,3.895,5.343,megan
s_018_200_001_010,9.158,2.905,5.352,megan
s_018_200_001_011,5.63,3.057,3.438,megan
s_018_200_001_012,7.227,3.21,4.438,megan
s_018_200_001_013,5.04,2.39,4.2,megan
s_018_200_001_014,5.16,2.371,3.21,megan
s_018_200_001_015,8.849,2.981,4.657,megan
s_018_219_001_001,16.088,4.048,5.952,megan
s_018_219_001_002,9.131,3,4.505,megan
s_018_219_001_003,12.545,3.895,4.886,megan
s_018_219_001_004,16.086,3.895,5.876,megan
s_018_219_001_005,15.145,4.124,4.886,megan
s_018_219_001_006,13.945,3.21,6.562,megan
s_018_219_001_007,9.427,3.438,4.2,megan
s_018_219_001_008,13.564,4.286,5.305,megan
s_018_219_001_009,17.106,3.819,8.162,megan
s_018_219_001_010,19.429,4.448,6.029,megan
s_018_219_001_011,7.849,3.362,4.067,megan
s_018_219_001_012,8.45,3.362,4.048,megan
s_018_219_001_013,46.069,7.19,10.295,megan
s_018_219_001_014,9.894,3.59,4.581,megan
s_018_219_001_015,6.932,2.905,4.048,megan
s_018_219_001_016,13.107,3.21,5.114,megan
s_018_219_001_017,18.352,4.124,6.105,megan
s_018_219_001_018,9.229,3.286,5.038,megan
s_018_219_001_019,8.242,3.133,3.819,megan
s_018_219_002_020,6.025,2.448,3.971,megan
s_018_219_002_021,6.603,3.457,3.533,megan
s_018_219_002_022,7.654,3.448,3.59,megan
s_018_219_002_023,7.143,3.219,3.905,megan
s_018_219_002_024,7.156,3.057,3.676,megan
s_019_122_001_001,23.426,4.276,8.162,megan
s_019_122_001_002,14.192,4.429,4.352,megan
s_019_122_001_003,26.271,5.276,7.324,megan
s_019_122_001_004,13.925,3.362,5.343,megan
s_019_122_001_005,11.214,3.667,5.038,megan
s_019_122_001_006,9.835,2.676,4.657,megan
s_019_122_001_007,10.372,2.524,5.648,megan
s_019_122_001_008,12,3,5.81,megan
s_019_122_001_009,6.89,2.524,4.429,megan
s_019_122_001_010,9.556,3.59,4.914,megan
s_019_122_001_011,7.92,2.371,5.419,megan
s_019_122_001_012,4.545,2.143,3.895,megan
s_019_122_001_013,6.125,2.295,4.524,megan
s_019_122_001_014,10.873,3.362,4.438,megan
s_019_122_001_015,8.035,2.448,4.286,megan
s_019_122_001_016,6.564,2.61,3.971,megan
s_019_122_001_017,4.381,2.295,3.143,megan
s_019_122_001_018,7.529,2.752,4.276,megan
s_019_122_001_019,5.035,2.295,3.895,megan
s_019_141_001_001,24.578,5.038,7.943,megan
s_019_141_001_002,24.48,4.429,9.152,megan
s_019_141_001_003,14.114,3.286,7.324,megan
s_019_141_001_004,20.451,5.343,6.41,megan
s_019_141_001_005,9.069,3.229,4.057,megan
s_019_141_001_006,10.444,3.286,4.962,megan
s_019_141_001_007,9.122,3.057,4.59,megan
s_019_141_001_008,14.29,3.438,7.019,megan
s_019_141_001_009,11.359,4.124,4.581,megan
s_019_141_001_010,11.989,3.895,5.343,megan
s_019_141_001_011,8.588,2.6,4.886,megan
s_019_141_001_012,9.471,3.819,4.371,megan
s_019_141_001_013,8.945,3.524,4.581,megan
s_019_141_001_014,9.554,3.362,4.733,megan
s_019_141_001_015,7.258,3.067,4.133,megan
s_019_141_001_016,5.274,2.143,4.657,megan
s_019_141_001_018,4.408,2.067,4.657,megan
s_019_141_001_019,7.94,3.057,4.124,megan
s_019_141_001_020,5.855,2.752,3.971,megan
s_019_141_001_021,6.832,2.676,3.895,megan
s_019_141_001_022,10.447,3.514,5.114,megan
s_019_141_001_024,4.762,1.914,4.657,megan
s_019_141_001_025,4.145,2.533,2.905,megan
s_019_141_001_027,6.611,2.676,3.743,megan
s_019_141_001_028,5.766,2.752,3.438,megan
s_019_141_002_017,5.809,2.076,4.429,megan
s_019_141_002_023,5.951,2.752,3.667,megan
s_019_141_002_026,5.227,1.99,3.829,megan
s_019_141_002_029,2.922,1.457,4.429,megan
s_019_150_001_001,31.902,3.895,11.743,megan
s_019_150_001_002,22.43,5.819,7.248,megan
s_019_150_001_003,49.914,6.257,9,megan
s_019_150_001_004,14.805,4.81,4.962,megan
s_019_150_001_005,7.921,3.819,4.276,megan
s_019_150_001_006,39.309,7.324,8.01,megan
s_019_150_001_007,27.712,6.181,7.324,megan
s_019_150_001_008,19.012,3.743,8.248,megan
s_019_150_001_010,17.045,4.514,5.495,megan
s_019_150_001_013,14.153,3.057,6.943,megan
s_019_150_001_014,10.571,2.981,5.124,megan
s_019_150_001_015,8.577,3.21,4.581,megan
s_019_150_001_022,10.157,3.21,5.19,megan
s_019_150_001_027,4.41,2.143,2.829,megan
s_019_150_001_028,15.711,4.81,5.419,megan
s_019_150_002_009,9.458,2.676,4.505,megan
s_019_150_002_011,21.971,3.895,9.838,megan
s_019_150_002_012,11.123,2.981,6.257,megan
s_019_150_002_016,6.011,1.838,4.981,megan
s_019_150_002_017,10.231,3.895,4.352,megan
s_019_150_002_018,5.701,1.838,5.343,megan
s_019_150_002_019,5.902,2.086,4.124,megan
s_019_150_002_020,6.734,1.99,4.59,megan
s_019_150_002_021,5.685,2.524,3.829,megan
s_019_150_002_023,7.031,2.848,4.305,megan
s_019_150_002_024,10.315,3.152,4.981,megan
s_019_150_002_025,6.371,2.448,3.743,megan
s_019_150_002_026,6.801,1.99,5.19,megan
s_019_150_002_029,5.773,2.143,4.067,megan
s_019_150_002_030,6.049,2.6,4.81,megan
s_019_150_002_031,6.417,2.829,3.667,megan
s_019_162_001_001,36.336,6.962,9,megan
s_019_162_001_002,21.38,4.295,7.324,megan
s_019_162_001_003,32.796,6.257,6.638,megan
s_019_162_001_006,13.681,2.629,6.562,megan
s_019_162_001_007,16.308,3.971,6.2,megan
s_019_162_001_008,15.181,4.124,5.648,megan
s_019_162_001_009,14.091,3.971,5.876,megan
s_019_162_001_010,27.674,5.038,8.629,megan
s_019_162_001_011,15.992,4.429,5.429,megan
s_019_162_001_016,6.447,2.543,3.905,megan
s_019_162_002_004,50.546,6.79,9.381,megan
s_019_162_002_005,13.173,2.905,6.486,megan
s_019_162_002_012,9.754,3.59,3.819,megan
s_019_162_002_013,7.833,3.271,4.238,megan
s_019_162_002_014,4.828,2.752,2.829,megan
s_019_162_002_015,5.481,1.924,4.581,megan
s_019_190_001_001,46.11,8.695,8.01,megan
s_019_190_001_003,29.416,4.59,8.086,megan
s_019_190_001_004,25.049,5.419,7.629,megan
s_019_190_001_006,40.059,6.505,9.076,megan
s_019_190_001_008,16.977,4.2,5.495,megan
s_019_190_001_014,9.608,1.99,7.705,megan
s_019_190_001_015,20.092,3.838,7.857,megan
s_019_190_001_020,18.902,4.219,6.867,megan
s_019_190_001_021,17.544,3.743,6.029,megan
s_019_190_001_022,5.527,2.519,3.59,megan
s_019_190_001_024,10.762,2.905,7.019,megan
s_019_190_001_025,18.056,3.971,7.781,megan
s_019_190_001_026,6.97,2.99,3.438,megan
s_019_190_001_028,15.853,3.219,7.324,megan
s_019_190_002_002,17.63,4.971,6.486,megan
s_019_190_002_005,13.978,4.286,5.343,megan
s_019_190_002_007,27.104,5.648,6.486,megan
s_019_190_002_009,27.682,4.886,7.095,megan
s_019_190_002_010,19.187,4.514,5.657,megan
s_019_190_002_011,11.466,3.438,5.59,megan
s_019_190_002_012,5.518,2.524,3.057,megan
s_019_190_002_013,50.726,7.629,8.39,megan
s_019_190_002_016,23.072,5.648,6.105,megan
s_019_190_002_017,7.898,2.905,3.895,megan
s_019_190_002_018,13.379,3.667,5.495,megan
s_019_190_002_019,12.534,3.533,4.895,megan
s_019_190_002_023,6.457,2.752,3.076,megan
s_019_190_002_027,4.991,2.295,4.048,megan
s_019_190_002_029,4.624,1.99,4.276,megan
s_019_190_002_030,6.238,2.371,3.61,megan
s_019_190_002_031,7.255,3.286,3.21,megan
s_019_191_001_003,21.678,4.057,7.705,megan
s_019_191_001_005,10.762,3.286,4.305,megan
s_019_191_001_006,16.807,4.962,5.2,megan
s_019_191_001_007,15.854,4.295,4.657,megan
s_019_191_001_008,46.442,6.562,8.695,megan
s_019_191_001_009,10.739,3.514,5.343,megan
s_019_191_001_010,14.616,3.971,5.8,megan
s_019_191_001_011,27.389,5.495,7.019,megan
s_019_191_001_013,15.589,4.352,5.343,megan
s_019_191_001_016,15.133,3.971,6.029,megan
s_019_191_001_017,11.011,4.076,4.124,megan
s_019_191_001_018,10.123,2.981,4.886,megan
s_019_191_001_021,6.872,3.61,3.467,megan
s_019_191_001_023,17.257,4.81,5.419,megan
s_019_191_001_026,7.482,3.286,3.819,megan
s_019_191_001_027,6.141,2.6,3.895,megan
s_019_191_001_032,3.466,1.39,3.895,megan
s_019_191_001_033,4.528,1.686,4.505,megan
s_019_191_001_034,3.425,1.533,3.743,megan
s_019_191_002_001,34.874,6.181,7.41,megan
s_019_191_002_002,39.309,6.267,9.467,megan
s_019_191_002_004,36.806,7.324,8.543,megan
s_019_191_002_012,12.462,3.133,6.638,megan
s_019_191_002_014,29.699,6.943,8.019,megan
s_019_191_002_015,9.47,3.314,4.59,megan
s_019_191_002_019,6.715,2.676,3.752,megan
s_019_191_002_020,5.046,2.295,3.667,megan
s_019_191_002_022,8.202,2.448,4.657,megan
s_019_191_002_024,9.443,2.905,4.524,megan
s_019_191_002_025,7.396,2.752,3.771,megan
s_019_191_002_028,8.522,2.829,3.819,megan
s_019_191_002_029,5.998,2.924,3.219,megan
s_019_191_002_030,7.822,2.619,4.276,megan
s_019_191_002_031,5.66,2.067,3.895,megan
s_019_203_001_001,44.546,6.943,8.552,megan
s_019_203_001_002,23.485,4.429,7.019,megan
s_019_203_001_003,18.101,4.352,6.943,megan
s_019_203_001_004,42.672,6.79,8.543,megan
s_019_203_001_005,12.052,4.371,5.733,megan
s_019_203_001_006,13.659,2.752,7.019,megan
s_019_203_001_007,18.489,4.124,6.029,megan
s_019_203_001_008,11.354,3.59,5.114,megan
s_019_203_001_009,22.665,4.962,5.962,megan
s_019_203_001_010,8.584,2.61,4.962,megan
s_019_203_001_013,4.326,1.762,5.19,megan
s_019_203_001_014,38.928,6.79,8.467,megan
s_019_203_001_019,3.972,1.776,3.533,megan
s_019_203_001_020,5.171,2.524,3.21,megan
s_019_203_001_023,4.334,1.738,3.748,megan
s_019_203_002_011,10.223,3.286,4.524,megan
s_019_203_002_012,8.868,2.676,5.114,megan
s_019_203_002_015,7.859,2.981,4.352,megan
s_019_203_002_016,7.767,3.286,4.124,megan
s_019_203_002_017,6.291,2.229,3.971,megan
s_019_203_002_018,3.815,1.838,3.829,megan
s_019_203_002_021,5.178,2.448,3.133,megan
s_019_203_002_022,6.795,2.829,3.514,megan
s_019_209_001_001,36.878,5.067,9.857,megan
s_019_209_001_002,17.724,3.971,6.257,megan
s_019_209_001_003,16.574,4.581,5.419,megan
s_019_209_001_004,7.114,2.914,4.2,megan
s_019_209_001_005,10.545,2.676,6.181,megan
s_019_209_001_006,9.591,4.048,4.276,megan
s_019_209_001_007,15.512,4.581,5.276,megan
s_019_209_001_008,7.896,2.6,4.81,megan
s_019_209_001_009,11.631,4.133,4.352,megan
s_019_209_001_010,12.112,4.048,5.19,megan
s_019_209_001_011,5.723,2.524,3.438,megan
s_019_209_001_012,12.947,4.124,4.676,megan
s_019_209_001_013,24.393,4.514,7.095,megan
s_019_209_001_014,20.683,4.981,6.562,megan
s_019_209_001_015,11.325,3.438,5.343,megan
s_019_209_001_016,6.56,2.6,5.048,megan
s_019_209_001_017,17.937,4.048,6.181,megan
s_019_209_001_018,18.54,3.514,7.629,megan
s_019_209_001_019,9.635,3.448,4.2,megan
s_019_209_001_020,6.166,2.905,3.133,megan
s_019_209_001_021,6.026,2.905,3.667,megan
s_019_209_001_022,6.342,2.524,4.229,megan
s_019_209_001_023,4.87,2.143,4.657,megan
s_019_209_001_024,4.49,2.143,3.895,megan
s_019_209_001_025,4.143,1.848,3.99,megan
s_019_226_001_001,17.544,3.59,7.2,megan
s_019_226_001_002,19.418,5.8,5.876,megan
s_019_226_001_003,17.193,4.733,6.029,megan
s_019_226_001_004,16.797,4.962,5.267,megan
s_019_226_001_005,15.86,3.59,6.562,megan
s_019_226_001_006,11.311,3.057,7.019,megan
s_019_226_001_007,26.758,6.486,6.876,megan
s_019_226_001_008,30.717,4.81,10.305,megan
s_019_226_001_009,20.018,5.743,6.581,megan
s_019_226_001_010,13.901,4.21,5.362,megan
s_019_226_001_011,7.463,2.981,3.895,megan
s_019_226_001_012,14.213,4.048,6.105,megan
s_019_226_001_014,6.104,2.219,4.124,megan
s_019_226_001_015,6.891,2.448,4.057,megan
s_019_226_001_016,8.19,3.362,4.61,megan
s_019_226_001_017,8.649,3.362,4.276,megan
s_019_226_001_018,6.669,2.676,3.752,megan
s_019_226_001_019,5.261,2.61,4.124,megan
s_019_226_001_020,6.714,2.695,4.124,megan
s_019_226_001_021,4.403,2.067,3.514,megan
s_019_226_001_022,4.797,2.524,3,megan
s_019_226_002_013,16.158,5.038,5.267,megan
s_020_140_001_001,41.5,5.514,10.6,megan
s_020_140_001_002,46.562,6.714,8.924,megan
s_020_140_001_003,39.497,5.724,11.143,megan
s_020_140_001_004,9.056,2.676,4.429,megan
s_020_153_001_001,50.318,7.4,9.99,megan
s_020_153_001_002,25.11,5.733,7.4,megan
s_020_153_001_003,21.454,4.219,6.638,megan
s_020_153_001_004,16.57,4.352,6.105,megan
s_020_153_001_005,14.317,4.2,5.438,megan
s_020_153_001_006,12.882,4.2,4.352,megan
s_020_153_001_007,18.261,4.505,5.952,megan
s_020_153_001_008,11.652,3.21,6.105,megan
s_020_153_001_009,11.888,3.667,5.571,megan
s_020_153_002_010,8.688,2.6,4.81,megan
s_020_153_002_011,5.073,2.381,3.914,megan
s_020_153_002_012,5.896,2.305,4.657,megan
s_020_153_002_013,4.264,1.686,4.581,megan
s_020_159_001_001,55.829,8.238,10.076,megan
s_020_159_001_002,53.849,6.943,10.829,megan
s_020_159_001_003,31.14,6.029,8.39,megan
s_020_159_001_004,21.959,4.981,6.581,megan
s_020_159_001_005,24.828,4.743,6.257,megan
s_020_159_001_006,21.639,4.429,8.238,megan
s_020_159_001_008,16.249,4.505,5.571,megan
s_020_159_002_007,26.019,4.048,8.771,megan
s_020_159_002_009,15.549,4.21,5.733,megan
s_020_159_002_010,11.898,3.752,5.876,megan
s_020_159_002_011,17.494,4.505,6.505,megan
s_020_159_002_012,23.072,5.114,6.333,megan
s_020_159_002_013,13.761,3.829,5.19,megan
s_020_159_002_014,14.708,3.971,4.733,megan
s_020_159_002_015,14.461,4.21,5.429,megan
s_020_159_002_016,26.484,5.733,7.476,megan
s_020_159_002_017,15.927,4.219,6.029,megan
s_020_159_003_018,9.839,3.133,5.571,megan
s_020_159_003_019,11.869,2.829,6.714,megan
s_020_159_003_020,9.206,2.752,5.495,megan
s_020_159_003_021,12.083,3.133,5.8,megan
s_020_159_003_022,7.593,2.752,4.895,megan
s_020_159_003_023,9.407,2.905,5.743,megan
s_020_159_003_024,13.367,3.371,5.267,megan
s_020_159_003_025,11.121,3.59,4.352,megan
s_020_159_003_026,3.521,1.305,4.124,megan
s_020_159_003_027,6.516,3.076,3.438,megan
s_020_159_003_028,4.893,2,3.467,megan
s_020_159_003_029,4.323,1.99,3.819,megan
s_020_159_003_030,8.455,3.133,4.505,megan
s_020_159_003_031,7.275,3.21,3.438,megan
s_020_159_003_032,7.219,2.676,3.686,megan
s_020_159_003_033,8.712,3.133,3.371,megan
s_020_159_003_034,6.288,2.524,3.905,megan
s_020_159_003_035,6.282,2.324,4.276,megan
s_020_159_003_036,6.177,3.21,3.21,megan
s_020_165_001_001,34.589,6.181,7.19,megan
s_020_165_001_002,23.846,4.667,6.562,megan
s_020_165_001_004,18.171,4.962,5.952,megan
s_020_165_001_005,19.57,4.2,7.095,megan
s_020_165_001_006,21.453,4.276,7.019,megan
s_020_165_001_007,19.21,4.657,6.714,megan
s_020_165_001_008,17.612,3.971,6.638,megan
s_020_165_001_009,26.354,4.886,6.714,megan
s_020_165_001_010,18.293,3.6,7.248,megan
s_020_165_002_011,11.069,3.59,5.419,megan
s_020_165_002_012,10.85,3.752,4.99,megan
s_020_165_002_013,11.191,3.895,3.924,megan
s_020_165_002_014,11.75,3.362,5.724,megan
s_020_165_002_015,9.122,3.057,5.419,megan
s_020_165_002_016,5.757,2.371,4.2,megan
s_020_165_002_017,5.501,1.914,4.048,megan
s_020_165_002_018,7.137,2.448,4.21,megan
s_020_165_002_019,7.814,3.21,3.743,megan
s_020_165_002_020,8.506,2.448,5.971,megan
s_020_165_003_003,19.829,5.19,6.657,megan
s_020_165_003_021,5.66,2.695,3.59,megan
s_020_192_001_001,43.585,7.324,9.076,megan
s_020_192_001_002,35.148,5.419,8.848,megan
s_020_192_001_003,32.15,6.486,8.086,megan
s_020_192_001_004,46.771,6.943,9.229,megan
s_020_192_001_005,27.715,6.333,8.086,megan
s_020_192_001_006,37.013,5.876,10.524,megan
s_020_192_002_007,19.091,5.267,5.505,megan
s_020_192_002_008,14.396,3.59,5.495,megan
s_020_192_002_009,16.453,3.971,6.181,megan
s_020_192_002_010,21.368,4.981,5.438,megan
s_020_192_002_011,27.867,5.724,7.419,megan
s_020_192_002_012,24.656,5.648,6.638,megan
s_020_192_002_013,13.868,4.219,5.429,megan
s_020_192_002_014,19.652,4.905,6.867,megan
s_020_192_002_015,9.547,3.086,4.067,megan
s_020_192_002_016,10.303,3.133,5.057,megan
s_020_192_002_017,10.971,3.438,5.8,megan
s_020_192_003_018,9.834,3.39,5.267,megan
s_020_192_003_019,14.108,4.438,5.59,megan
s_020_192_003_020,8.023,3.057,3.967,megan
s_020_192_003_021,7.14,2.248,4.457,megan
s_020_192_003_022,9.31,3.448,4.6,megan
s_020_192_003_023,7.476,2.752,4.429,megan
s_020_192_003_024,7.139,2.676,4.048,megan
s_020_192_003_025,6.499,2.905,3.819,megan
s_020_192_003_026,5.119,2.981,3.362,megan
s_020_192_003_027,3.251,1.533,3.667,megan
s_020_192_003_028,6.064,2.6,3.667,megan
s_020_192_003_029,5.49,2.143,4.276,megan
s_020_192_003_030,5.658,2.305,4.067,megan
s_020_192_003_031,7.025,3,3.59,megan
s_020_192_003_032,5.999,2.448,3.971,megan
s_020_192_003_033,5.281,1.914,3.61,megan
s_020_201_001_001,55.187,8.19,9.771,megan
s_020_201_001_002,25.003,3.305,9.39,megan
s_020_201_001_005,12.741,4.371,4.81,megan
s_020_201_001_006,11.061,2.524,7.324,megan
s_020_201_001_007,9.294,3.286,4.657,megan
s_020_201_001_008,8.934,3,4.352,megan
s_020_201_001_009,13.738,3.667,5.419,megan
s_020_201_001_010,7.228,1.838,6.486,megan
s_020_201_001_011,8.959,3.286,3.838,megan
s_020_201_001_012,6.415,2.829,3.667,megan
s_020_201_002_014,9.821,2.762,5.571,megan
s_020_201_002_015,6.758,2.981,3.667,megan
s_020_201_002_016,5.024,1.857,4.124,megan
s_020_201_002_017,4.409,1.762,4.048,megan
s_020_201_002_018,5.533,1.943,3.819,megan
s_020_201_002_019,4.409,1.838,3.743,megan
s_020_201_002_020,30.773,6.105,6.886,megan
s_020_201_003_003,45.12,7.105,10.448,megan
s_020_201_003_004,15.719,4.152,4.657,megan
s_020_201_003_013,9.259,3.362,4.886,megan
s_020_206_001_002,27.022,4.905,9.457,megan
s_020_206_001_003,19.98,3.819,6.867,megan
s_020_206_001_004,30.796,5.724,7.724,megan
s_020_206_001_005,26.847,5.343,7.781,megan
s_020_206_001_006,15.272,3.971,7.171,megan
s_020_206_001_007,15.567,3.667,6.105,megan
s_020_206_001_008,15.777,3.971,5.876,megan
s_020_206_001_009,18.06,4.276,5.724,megan
s_020_206_001_010,10.186,2.381,6.638,megan
s_020_206_002_011,15.891,4.581,5.419,megan
s_020_206_002_012,11.48,2.524,5.819,megan
